state_id,trial_id,requirement,load_tertile,safe_set_size,safe_set_bin,effective_set_size,coupling_group,h20_myopic_regret,horizon,method,optimal_set_size,spearman,kendall,top1_hit,top3_hit,top5_hit,mean_regret,predicted_action
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,10,Centered Advantage,4,0.04517717674845494,0.045501575519329006,False,False,True,36.18940093845015,21
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,10,PPO Actor,4,-0.2469393253337877,-0.1668391102375397,False,False,False,68.74394856574827,27
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,10,Old Q critic,4,-0.02807125545535065,0.007583595919888168,False,False,True,33.788592955503816,5
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,20,Centered Advantage,4,0.04517717674845494,0.045501575519329006,False,False,True,36.18940093845015,21
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,20,PPO Actor,4,-0.2469393253337877,-0.1668391102375397,False,False,False,68.74394856574838,27
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,20,Old Q critic,4,-0.02807125545535065,0.007583595919888168,False,False,True,33.78859295550399,5
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,50,Centered Advantage,4,0.04517717674845494,0.045501575519329006,False,False,True,36.18940093845015,21
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,50,PPO Actor,4,-0.2469393253337877,-0.1668391102375397,False,False,False,68.74394856574838,27
trial_000_ep1_task002,0,0.99,low,24,16-28,24,easy,0.0,50,Old Q critic,4,-0.02807125545535065,0.007583595919888168,False,False,True,33.78859295550399,5
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,5,Centered Advantage,5,0.15978526106586757,0.13103977289127733,False,True,True,82.80847303645433,21
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,5,PPO Actor,5,-0.175069068646081,-0.10825024717105518,False,False,False,27.421156959821474,27
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,5,Old Q critic,5,-0.27760952313878556,-0.21650049434211036,False,False,True,32.929611267254444,5
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,10,Centered Advantage,4,-0.12216436665530646,-0.06278671473970708,False,True,True,58.45229950073815,21
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,10,PPO Actor,4,-0.36401679523641994,-0.23749757314584852,False,False,False,17.836638167488672,27
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,10,Old Q critic,4,-0.16701299675624107,-0.1228435723168182,False,False,True,16.865616789346632,5
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,20,Centered Advantage,4,-0.12216436665530646,-0.06278671473970708,False,True,True,58.45229950073815,21
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,20,PPO Actor,4,-0.36401679523641994,-0.23749757314584852,False,False,False,17.836638167488672,27
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,20,Old Q critic,4,-0.16701299675624107,-0.1228435723168182,False,False,True,16.865616789346632,5
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,50,Centered Advantage,4,-0.12216436665530646,-0.06278671473970708,False,True,True,58.45229950073815,21
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,50,PPO Actor,4,-0.36401679523641994,-0.23749757314584852,False,False,False,17.836638167488672,27
trial_000_ep1_task009,0,0.9,high,28,16-28,28,coupled,17.836638167488672,50,Old Q critic,4,-0.16701299675624107,-0.1228435723168182,False,False,True,16.865616789346632,5
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,5,Centered Advantage,2,0.2776984429288304,0.18809603121561158,False,False,False,70.31892192223901,21
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,5,PPO Actor,2,-0.3559857699247241,-0.2051956704170308,False,False,False,26.561916578708548,27
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,5,Old Q critic,2,0.1477119377281013,0.08549819600709618,False,True,True,34.475007482532135,5
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,10,Centered Advantage,2,0.31905778549269875,0.2051956704170308,False,False,False,46.50645817887596,21
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,10,PPO Actor,2,-0.3648484861884101,-0.22229530961845007,False,False,False,33.74489684432132,27
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,10,Old Q critic,2,0.16543737025547342,0.1025978352085154,False,True,True,34.47500748253219,5
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,20,Centered Advantage,2,0.31905778549269875,0.2051956704170308,False,False,False,46.50645817887607,21
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,20,PPO Actor,2,-0.3648484861884101,-0.22229530961845007,False,False,False,33.74489684432149,27
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,20,Old Q critic,2,0.16543737025547342,0.1025978352085154,False,True,True,34.475007482532305,5
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,50,Centered Advantage,2,0.31905778549269875,0.2051956704170308,False,False,False,46.50645817887607,21
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,50,PPO Actor,2,-0.3648484861884101,-0.22229530961845007,False,False,False,33.74489684432149,27
trial_000_ep1_task010,0,0.999,high,16,16-28,16,coupled,13.951220628852523,50,Old Q critic,2,0.16543737025547342,0.1025978352085154,False,True,True,34.475007482532305,5
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,5,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,5,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,5,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,10,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,10,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,10,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,20,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,20,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,20,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,50,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,50,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task011,0,0.9999,high,0,empty,1,easy,0.0,50,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,5,Centered Advantage,7,0.2857582654398928,0.21784106748853474,True,True,True,0.0,23
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,5,PPO Actor,7,-0.22169939501964395,-0.14331649176877287,False,False,False,11.627669871278556,27
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,5,Old Q critic,7,-0.42613074670861206,-0.30383096254979847,False,False,True,13.88209706789877,5
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,10,Centered Advantage,7,0.2857582654398928,0.21784106748853474,True,True,True,0.0,23
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,10,PPO Actor,7,-0.22169939501964395,-0.14331649176877287,False,False,False,11.6276698712785,27
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,10,Old Q critic,7,-0.42613074670861206,-0.30383096254979847,False,False,True,13.882097067898712,5
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,20,Centered Advantage,7,0.2857582654398928,0.21784106748853474,True,True,True,0.0,23
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,20,PPO Actor,7,-0.22169939501964395,-0.14331649176877287,False,False,False,11.6276698712785,27
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,20,Old Q critic,7,-0.42613074670861206,-0.30383096254979847,False,False,True,13.882097067898712,5
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,50,Centered Advantage,7,0.2857582654398928,0.21784106748853474,True,True,True,0.0,23
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,50,PPO Actor,7,-0.22169939501964395,-0.14331649176877287,False,False,False,11.627669871278613,27
trial_000_ep1_task014,0,0.9,high,28,16-28,28,easy,0.0,50,Old Q critic,7,-0.42613074670861206,-0.30383096254979847,False,False,True,13.882097067898712,5
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,5,Centered Advantage,5,0.24655233853405492,0.2098135818540706,True,True,True,0.0,23
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,5,PPO Actor,5,-0.11511656593450506,-0.03885436701001307,False,False,False,10.082155196636734,27
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,5,Old Q critic,5,-0.3912199003214789,-0.2875223158740967,False,False,True,15.123948679647299,5
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,10,Centered Advantage,5,0.24655233853405492,0.2098135818540706,True,True,True,0.0,23
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,10,PPO Actor,5,-0.11511656593450506,-0.03885436701001307,False,False,False,10.082155196636734,27
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,10,Old Q critic,5,-0.3912199003214789,-0.2875223158740967,False,False,True,15.123948679647299,5
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,20,Centered Advantage,5,0.24655233853405492,0.2098135818540706,True,True,True,0.0,23
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,20,PPO Actor,5,-0.11511656593450506,-0.03885436701001307,False,False,False,10.082155196636677,27
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,20,Old Q critic,5,-0.3912199003214789,-0.2875223158740967,False,False,True,15.123948679647242,5
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,50,Centered Advantage,5,0.24655233853405492,0.2098135818540706,True,True,True,0.0,23
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,50,PPO Actor,5,-0.11511656593450506,-0.03885436701001307,False,False,False,10.082155196636677,27
trial_000_ep1_task015,0,0.999,high,24,16-28,24,easy,0.0,50,Old Q critic,5,-0.3912199003214789,-0.2875223158740967,False,False,True,15.123948679647242,5
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,5,Centered Advantage,7,0.907407825344221,0.7796417152221243,False,True,True,6.97308432396045,21
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,5,PPO Actor,7,0.7486532334331694,0.6076619250995969,True,True,True,0.0,27
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,5,Old Q critic,7,0.5581477231399076,0.4242168156355676,True,True,True,0.0,5
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,10,Centered Advantage,7,0.907407825344221,0.7796417152221243,False,True,True,6.97308432396045,21
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,10,PPO Actor,7,0.7486532334331694,0.6076619250995969,True,True,True,0.0,27
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,10,Old Q critic,7,0.5581477231399076,0.4242168156355676,True,True,True,0.0,5
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,20,Centered Advantage,7,0.907407825344221,0.7796417152221243,False,True,True,6.973084323960393,21
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,20,PPO Actor,7,0.7486532334331694,0.6076619250995969,True,True,True,0.0,27
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,20,Old Q critic,7,0.5581477231399076,0.4242168156355676,True,True,True,0.0,5
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,50,Centered Advantage,7,0.907407825344221,0.7796417152221243,False,True,True,6.9730843239605065,21
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,50,PPO Actor,7,0.7486532334331694,0.6076619250995969,True,True,True,0.0,27
trial_000_ep1_task016,0,0.99,low,28,16-28,28,easy,0.0,50,Old Q critic,7,0.5581477231399076,0.4242168156355676,True,True,True,0.0,5
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,5,Centered Advantage,5,-0.002469288232373437,0.021118949563710965,False,False,False,7.183272585967586,21
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,5,PPO Actor,5,-0.012346441161867184,0.027152935153342668,False,False,False,12.660282297288347,27
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,5,Old Q critic,5,0.3818136929307427,0.26851235873861085,False,False,False,2.233004557892002,5
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,10,Centered Advantage,5,-0.002469288232373437,0.021118949563710965,False,False,False,7.183272585967529,21
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,10,PPO Actor,5,-0.012346441161867184,0.027152935153342668,False,False,False,12.66028229728829,27
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,10,Old Q critic,5,0.3818136929307427,0.26851235873861085,False,False,False,2.233004557892002,5
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,20,Centered Advantage,5,-0.002469288232373437,0.021118949563710965,False,False,False,7.183272585967529,21
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,20,PPO Actor,5,-0.012346441161867184,0.027152935153342668,False,False,False,12.66028229728829,27
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,20,Old Q critic,5,0.3818136929307427,0.26851235873861085,False,False,False,2.2330045578919453,5
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,50,Centered Advantage,5,-0.002469288232373437,0.021118949563710965,False,False,False,7.183272585967529,21
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,50,PPO Actor,5,-0.012346441161867184,0.027152935153342668,False,False,False,12.66028229728829,27
trial_000_ep1_task019,0,0.9,medium,27,16-28,27,coupled,7.183272585967529,50,Old Q critic,5,0.3818136929307427,0.26851235873861085,False,False,False,2.2330045578919453,5
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,5,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,5,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,5,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,10,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,10,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,10,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,20,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,20,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,20,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,50,Centered Advantage,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,50,PPO Actor,1,,,True,True,True,0.0,25
trial_000_ep1_task020,0,0.9999,low,1,1-5,1,easy,0.0,50,Old Q critic,1,,,True,True,True,0.0,25
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,5,Centered Advantage,6,0.6919351978432808,0.5101648799286845,True,True,True,0.0,21
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,5,PPO Actor,6,0.49047869450645054,0.35232381210544517,True,True,True,0.0,27
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,5,Old Q critic,6,0.42341889559652907,0.301589183162261,False,False,True,1.9065112091370509,5
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,10,Centered Advantage,6,0.6919351978432808,0.5101648799286845,True,True,True,0.0,21
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,10,PPO Actor,6,0.49047869450645054,0.35232381210544517,True,True,True,0.0,27
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,10,Old Q critic,6,0.42341889559652907,0.301589183162261,False,False,True,1.9065112091370224,5
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,20,Centered Advantage,6,0.6919351978432808,0.5101648799286845,True,True,True,0.0,21
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,20,PPO Actor,6,0.49047869450645054,0.35232381210544517,True,True,True,0.0,27
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,20,Old Q critic,6,0.42341889559652907,0.301589183162261,False,False,True,1.9065112091370224,5
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,50,Centered Advantage,6,0.6919351978432808,0.5101648799286845,True,True,True,0.0,21
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,50,PPO Actor,6,0.49047869450645054,0.35232381210544517,True,True,True,0.0,27
trial_000_ep1_task021,0,0.9,medium,28,16-28,28,easy,0.0,50,Old Q critic,6,0.42341889559652907,0.301589183162261,False,False,True,1.9065112091369656,5
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,5,Centered Advantage,7,0.32419358769204215,0.2751676641960439,False,False,True,6.199107563048727,21
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,5,PPO Actor,7,0.4573246314349941,0.3496922399158057,False,True,True,7.579435171701448,27
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,5,Old Q critic,7,-0.04929747854080022,-0.09172255473201463,False,False,False,10.774117883937862,5
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,10,Centered Advantage,7,0.32419358769204215,0.2751676641960439,False,False,True,6.199107563048756,21
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,10,PPO Actor,7,0.4573246314349941,0.3496922399158057,False,True,True,7.579435171701448,27
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,10,Old Q critic,7,-0.04929747854080022,-0.09172255473201463,False,False,False,10.774117883937947,5
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,20,Centered Advantage,7,0.32419358769204215,0.2751676641960439,False,False,True,6.199107563048756,21
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,20,PPO Actor,7,0.4573246314349941,0.3496922399158057,False,True,True,7.579435171701448,27
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,20,Old Q critic,7,-0.04929747854080022,-0.09172255473201463,False,False,False,10.774117883937947,5
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,50,Centered Advantage,7,0.32419358769204215,0.2751676641960439,False,False,True,6.199107563048642,21
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,50,PPO Actor,7,0.4573246314349941,0.3496922399158057,False,True,True,7.579435171701334,27
trial_000_ep1_task022,0,0.9,medium,28,16-28,28,easy,0.0,50,Old Q critic,7,-0.04929747854080022,-0.09172255473201463,False,False,False,10.774117883937777,5
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,5,Centered Advantage,4,0.4261995584438507,0.26007005689228924,False,False,True,1.8242195603099844,21
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,5,PPO Actor,4,0.08804639038220287,0.07391464774833484,False,False,False,0.4913897605837576,27
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,5,Old Q critic,4,0.4284007182034058,0.27102037507722776,False,False,True,2.4028215990573187,5
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,10,Centered Advantage,4,0.4261995584438507,0.26007005689228924,False,False,True,1.824219560309956,21
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,10,PPO Actor,4,0.08804639038220287,0.07391464774833484,False,False,False,0.4913897605837292,27
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,10,Old Q critic,4,0.4284007182034058,0.27102037507722776,False,False,True,2.4028215990573187,5
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,20,Centered Advantage,4,0.4261995584438507,0.26007005689228924,False,False,True,1.8242195603099844,21
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,20,PPO Actor,4,0.08804639038220287,0.07391464774833484,False,False,False,0.4913897605837292,27
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,20,Old Q critic,4,0.4284007182034058,0.27102037507722776,False,False,True,2.402821599057347,5
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,50,Centered Advantage,4,0.4261995584438507,0.26007005689228924,False,False,True,1.8242195603099276,21
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,50,PPO Actor,4,0.08804639038220287,0.07391464774833484,False,False,False,0.4913897605837292,27
trial_000_ep1_task024,0,0.9,low,28,16-28,28,easy,0.0,50,Old Q critic,4,0.4284007182034058,0.27102037507722776,False,False,True,2.402821599057347,5
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,5,Centered Advantage,7,0.6734536898963556,0.5388700090505859,False,True,True,2.663366391076579,23
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,5,PPO Actor,7,0.16014717605062218,0.13758383209802194,True,True,True,0.0,27
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,5,Old Q critic,7,-0.15485535632025382,-0.12038585308576918,False,False,True,16.142170993974617,5
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,10,Centered Advantage,7,0.6734536898963556,0.5388700090505859,False,True,True,2.663366391076579,23
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,10,PPO Actor,7,0.16014717605062218,0.13758383209802194,True,True,True,0.0,27
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,10,Old Q critic,7,-0.15485535632025382,-0.12038585308576918,False,False,True,16.142170993974673,5
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,20,Centered Advantage,7,0.6734536898963556,0.5388700090505859,False,True,True,2.663366391076579,23
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,20,PPO Actor,7,0.16014717605062218,0.13758383209802194,True,True,True,0.0,27
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,20,Old Q critic,7,-0.15485535632025382,-0.12038585308576918,False,False,True,16.142170993974673,5
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,50,Centered Advantage,7,0.6734536898963556,0.5388700090505859,False,True,True,2.663366391076579,23
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,50,PPO Actor,7,0.16014717605062218,0.13758383209802194,True,True,True,0.0,27
trial_000_ep1_task028,0,0.9,high,28,16-28,28,easy,0.0,50,Old Q critic,7,-0.15485535632025382,-0.12038585308576918,False,False,True,16.142170993974673,5
trial_000_ep1_task029,0,0.99,low,16,16-28,16,coupled,4.79012770767099,5,Centered Advantage,3,-0.07232652533429139,-0.05710402407201608,True,True,True,0.0,21
trial_000_ep1_task029,0,0.99,low,16,16-28,16,coupled,4.79012770767099,5,PPO Actor,3,-0.06924880085198111,-0.03806934938134405,False,True,True,4.79012770767099,27
trial_000_ep1_task029,0,0.99,low,16,16-28,16,coupled,4.79012770767099,5,Old Q critic,3,-0.2200573004851844,-0.1522773975253762,False,False,False,4.79012770767099,5
trial_000_ep1_task029,0,0.99,low,16,16-28,16,coupled,4.79012770767099,10,Centered Advantage,3,-0.07232652533429139,-0.05710402407201608,True,True,True,0.0,21
trial_000_ep1_task029,0,0.99,low,16,16-28,16,coupled,4.79012770767099,10,PPO Actor,3,-0.06924880085198111,-0.03806934938134405,False,True,True,4.79012770767099,27
trial_000_ep1_task029,0,0.99,low,16,16-28,16,coupled,4.79012770767099,10,Old Q critic,3,-0.2200573004851844,-0.1522773975253762,False,False,False,4.79012770767099,5
