state_id,R_req,action_index,pair,regret,exact_optimal,near_1e-3,near_1e-2,source
trial00_episode05_task100,0.9999,27,"(7, 8)",40.08272871931526,False,False,False,original_1000_states
trial00_episode05_task140,0.9999,27,"(7, 8)",94.55093021069014,False,False,False,original_1000_states
trial00_episode05_task180,0.99,27,"(7, 8)",32.260906086448166,False,False,False,original_1000_states
trial00_episode06_task020,0.9999,27,"(7, 8)",37.202958885051075,False,False,False,original_1000_states
trial00_episode06_task049,0.9,27,"(7, 8)",8.095916634805747,False,False,False,supplemental_0.9_states
trial00_episode06_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode06_task100,0.9999,27,"(7, 8)",78.95362435320527,False,False,False,original_1000_states
trial00_episode06_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode06_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode07_task020,0.9999,27,"(7, 8)",26.371375992703662,False,False,False,original_1000_states
trial00_episode07_task059,0.9,27,"(7, 8)",13.353489402606208,False,False,False,supplemental_0.9_states
trial00_episode07_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode07_task100,0.9999,27,"(7, 8)",74.71800517916404,False,False,False,original_1000_states
trial00_episode07_task140,0.9999,27,"(7, 8)",40.1764788808982,False,False,False,original_1000_states
trial00_episode07_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode08_task020,0.9999,27,"(7, 8)",37.182180830006665,False,False,False,original_1000_states
trial00_episode08_task060,0.999,27,"(7, 8)",46.68498178055429,False,False,False,original_1000_states
trial00_episode08_task084,0.9,27,"(7, 8)",4.304919488865494,False,False,False,supplemental_0.9_states
trial00_episode08_task100,0.9999,27,"(7, 8)",79.27447755939981,False,False,False,original_1000_states
trial00_episode08_task140,0.9999,27,"(7, 8)",19.88659247837898,False,False,False,original_1000_states
trial00_episode08_task180,0.99,27,"(7, 8)",20.13028704729105,False,False,False,original_1000_states
trial00_episode09_task020,0.9999,27,"(7, 8)",39.1158952067533,False,False,False,original_1000_states
trial00_episode09_task060,0.999,27,"(7, 8)",26.01824267444841,False,False,False,original_1000_states
trial00_episode09_task099,0.9,27,"(7, 8)",11.27979503519892,False,False,False,supplemental_0.9_states
trial00_episode09_task100,0.9999,27,"(7, 8)",54.855977023925824,False,False,False,original_1000_states
trial00_episode09_task140,0.9999,27,"(7, 8)",23.079594319935318,False,False,False,original_1000_states
trial00_episode09_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode10_task020,0.9999,27,"(7, 8)",35.07309103544719,False,False,False,original_1000_states
trial00_episode10_task060,0.999,27,"(7, 8)",5.845809329505059,False,False,False,original_1000_states
trial00_episode10_task100,0.9999,27,"(7, 8)",75.27507104796412,False,False,False,original_1000_states
trial00_episode10_task102,0.9,27,"(7, 8)",39.907229489035544,False,False,False,supplemental_0.9_states
trial00_episode10_task140,0.9999,27,"(7, 8)",17.882716723223545,False,False,False,original_1000_states
trial00_episode10_task180,0.99,27,"(7, 8)",19.745955528215582,False,False,False,original_1000_states
trial00_episode11_task020,0.9999,27,"(7, 8)",77.54510039241049,False,False,False,original_1000_states
trial00_episode11_task060,0.999,27,"(7, 8)",42.375049223223726,False,False,False,original_1000_states
trial00_episode11_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode11_task109,0.9,27,"(7, 8)",42.380868336733464,False,False,False,supplemental_0.9_states
trial00_episode11_task140,0.9999,27,"(7, 8)",70.27350806893182,False,False,False,original_1000_states
trial00_episode11_task180,0.99,27,"(7, 8)",36.233355437399794,False,False,False,original_1000_states
trial00_episode12_task020,0.9999,27,"(7, 8)",80.82077112765181,False,False,False,original_1000_states
trial00_episode12_task060,0.999,27,"(7, 8)",23.805289893163625,False,False,False,original_1000_states
trial00_episode12_task100,0.9999,27,"(7, 8)",49.968322378153374,False,False,False,original_1000_states
trial00_episode12_task123,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial00_episode12_task140,0.9999,27,"(7, 8)",1.1299323991594967,False,False,False,original_1000_states
trial00_episode12_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode13_task020,0.9999,27,"(7, 8)",40.606726672381136,False,False,False,original_1000_states
trial00_episode13_task060,0.999,27,"(7, 8)",17.496845362471262,False,False,False,original_1000_states
trial00_episode13_task100,0.9999,27,"(7, 8)",12.125988709358111,False,False,False,original_1000_states
trial00_episode13_task134,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial00_episode13_task140,0.9999,27,"(7, 8)",0.9188060871768542,False,False,False,original_1000_states
trial00_episode13_task180,0.99,27,"(7, 8)",22.851429523443137,False,False,False,original_1000_states
trial00_episode14_task020,0.9999,27,"(7, 8)",2.2832114180390306,False,False,False,original_1000_states
trial00_episode14_task060,0.999,27,"(7, 8)",26.56568624733471,False,False,False,original_1000_states
trial00_episode14_task100,0.9999,27,"(7, 8)",76.61756666428055,False,False,False,original_1000_states
trial00_episode14_task140,0.9999,27,"(7, 8)",25.473295174580215,False,False,False,original_1000_states
trial00_episode14_task147,0.9,27,"(7, 8)",66.42126414077876,False,False,False,supplemental_0.9_states
trial00_episode14_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode15_task020,0.9999,27,"(7, 8)",41.91985041789347,False,False,False,original_1000_states
trial00_episode15_task060,0.999,27,"(7, 8)",28.14412808837195,False,False,False,original_1000_states
trial00_episode15_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode15_task140,0.9999,27,"(7, 8)",43.2861898924717,False,False,False,original_1000_states
trial00_episode15_task160,0.9,27,"(7, 8)",11.824204908590495,False,False,False,supplemental_0.9_states
trial00_episode15_task180,0.99,27,"(7, 8)",8.646521906190728,False,False,False,original_1000_states
trial00_episode16_task020,0.9999,27,"(7, 8)",41.6710651664077,False,False,False,original_1000_states
trial00_episode16_task060,0.999,27,"(7, 8)",19.660814441465305,False,False,False,original_1000_states
trial00_episode16_task100,0.9999,27,"(7, 8)",40.93739033732121,False,False,False,original_1000_states
trial00_episode16_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial00_episode16_task175,0.9,27,"(7, 8)",35.986615383063814,False,False,False,supplemental_0.9_states
trial00_episode16_task180,0.99,27,"(7, 8)",36.23726163497053,False,False,False,original_1000_states
trial00_episode17_task020,0.9999,27,"(7, 8)",20.125682728093302,False,False,False,original_1000_states
trial00_episode17_task060,0.999,27,"(7, 8)",37.40689737131561,False,False,False,original_1000_states
trial00_episode17_task100,0.9999,27,"(7, 8)",48.81892939112152,False,False,False,original_1000_states
trial00_episode17_task140,0.9999,27,"(7, 8)",71.53473599717785,False,False,False,original_1000_states
trial00_episode17_task178,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial00_episode17_task180,0.99,27,"(7, 8)",2.5157162700785207,False,False,False,original_1000_states
trial00_episode18_task020,0.9999,27,"(7, 8)",48.69427822154975,False,False,False,original_1000_states
trial00_episode18_task060,0.999,27,"(7, 8)",3.3278771903304545,False,False,False,original_1000_states
trial00_episode18_task100,0.9999,27,"(7, 8)",51.9317833986101,False,False,False,original_1000_states
trial00_episode18_task140,0.9999,27,"(7, 8)",24.53479170518877,False,False,False,original_1000_states
trial00_episode18_task180,0.99,27,"(7, 8)",22.31200825273196,False,False,False,original_1000_states
trial00_episode18_task185,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial00_episode19_task020,0.9999,27,"(7, 8)",50.89884167511134,False,False,False,original_1000_states
trial00_episode19_task060,0.999,27,"(7, 8)",46.84091914223386,False,False,False,original_1000_states
trial00_episode19_task100,0.9999,27,"(7, 8)",44.04661763122918,False,False,False,original_1000_states
trial00_episode19_task140,0.9999,27,"(7, 8)",70.72674396893231,False,False,False,original_1000_states
trial00_episode19_task180,0.99,27,"(7, 8)",6.508377852892394,False,False,False,original_1000_states
trial00_episode19_task189,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial00_episode20_task020,0.9999,27,"(7, 8)",12.489161004617252,False,False,False,original_1000_states
trial00_episode20_task060,0.999,27,"(7, 8)",28.936206950548502,False,False,False,original_1000_states
trial00_episode20_task100,0.9999,27,"(7, 8)",30.121306669095148,False,False,False,original_1000_states
trial00_episode20_task140,0.9999,27,"(7, 8)",69.65611579149336,False,False,False,original_1000_states
trial00_episode20_task180,0.99,27,"(7, 8)",10.776455658496829,False,False,False,original_1000_states
trial00_episode20_task199,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode01_task004,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode01_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode01_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode01_task100,0.9999,27,"(7, 8)",20.672465963030547,False,False,False,original_1000_states
trial01_episode01_task140,0.9999,27,"(7, 8)",43.21145875434789,False,False,False,original_1000_states
trial01_episode01_task180,0.99,27,"(7, 8)",39.63459001823826,False,False,False,original_1000_states
trial01_episode02_task014,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode02_task020,0.9999,27,"(7, 8)",29.018963355304287,False,False,False,original_1000_states
trial01_episode02_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode02_task100,0.9999,27,"(7, 8)",63.716876789187666,False,False,False,original_1000_states
trial01_episode02_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode02_task180,0.99,27,"(7, 8)",12.675970213323403,False,False,False,original_1000_states
trial01_episode03_task019,0.9,27,"(7, 8)",13.200717875540644,False,False,False,supplemental_0.9_states
trial01_episode03_task020,0.9999,27,"(7, 8)",48.512874980493585,False,False,False,original_1000_states
trial01_episode03_task060,0.999,27,"(7, 8)",49.336242400117506,False,False,False,original_1000_states
trial01_episode03_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode03_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode03_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode04_task020,0.9999,27,"(7, 8)",22.75601127864754,False,False,False,original_1000_states
trial01_episode04_task024,0.9,27,"(7, 8)",19.373226684159384,False,False,False,supplemental_0.9_states
trial01_episode04_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode04_task100,0.9999,27,"(7, 8)",37.76468474974458,False,False,False,original_1000_states
trial01_episode04_task140,0.9999,27,"(7, 8)",17.401044179446856,False,False,False,original_1000_states
trial01_episode04_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode05_task020,0.9999,27,"(7, 8)",46.4199952257121,False,False,False,original_1000_states
trial01_episode05_task040,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode05_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode05_task100,0.9999,27,"(7, 8)",50.82554471549971,False,False,False,original_1000_states
trial01_episode05_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode05_task180,0.99,27,"(7, 8)",12.698765633361646,False,False,False,original_1000_states
trial01_episode06_task020,0.9999,27,"(7, 8)",19.108077013288792,False,False,False,original_1000_states
trial01_episode06_task049,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode06_task060,0.999,27,"(7, 8)",27.369028629451208,False,False,False,original_1000_states
trial01_episode06_task100,0.9999,27,"(7, 8)",49.51896777689948,False,False,False,original_1000_states
trial01_episode06_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode06_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode07_task020,0.9999,27,"(7, 8)",47.21750674831831,False,False,False,original_1000_states
trial01_episode07_task059,0.9,27,"(7, 8)",19.15430504091369,False,False,False,supplemental_0.9_states
trial01_episode07_task060,0.999,27,"(7, 8)",36.961182385326964,False,False,False,original_1000_states
trial01_episode07_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode07_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode07_task180,0.99,27,"(7, 8)",0.06778460680724407,False,False,False,original_1000_states
trial01_episode08_task020,0.9999,27,"(7, 8)",77.46491831665064,False,False,False,original_1000_states
trial01_episode08_task060,0.999,27,"(7, 8)",28.4703775182658,False,False,False,original_1000_states
trial01_episode08_task084,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode08_task100,0.9999,27,"(7, 8)",96.95986923202264,False,False,False,original_1000_states
trial01_episode08_task140,0.9999,27,"(7, 8)",5.98066955720846,False,False,False,original_1000_states
trial01_episode08_task180,0.99,27,"(7, 8)",20.49145705326074,False,False,False,original_1000_states
trial01_episode09_task020,0.9999,27,"(7, 8)",39.08879634327882,False,False,False,original_1000_states
trial01_episode09_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode09_task099,0.9,27,"(7, 8)",24.74038964734802,False,False,False,supplemental_0.9_states
trial01_episode09_task100,0.9999,27,"(7, 8)",76.63103587371046,False,False,False,original_1000_states
trial01_episode09_task140,0.9999,27,"(7, 8)",14.907771129803415,False,False,False,original_1000_states
trial01_episode09_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode10_task020,0.9999,27,"(7, 8)",80.0310055251856,False,False,False,original_1000_states
trial01_episode10_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode10_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode10_task102,0.9,27,"(7, 8)",13.919535956256894,False,False,False,supplemental_0.9_states
trial01_episode10_task140,0.9999,27,"(7, 8)",74.24923781353522,False,False,False,original_1000_states
trial01_episode10_task180,0.99,27,"(7, 8)",10.8391071947132,False,False,False,original_1000_states
trial01_episode11_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode11_task060,0.999,27,"(7, 8)",31.069661984933802,False,False,False,original_1000_states
trial01_episode11_task100,0.9999,27,"(7, 8)",57.09494068055183,False,False,False,original_1000_states
trial01_episode11_task109,0.9,27,"(7, 8)",60.89337971881817,False,False,False,supplemental_0.9_states
trial01_episode11_task140,0.9999,27,"(7, 8)",36.92340712127726,False,False,False,original_1000_states
trial01_episode11_task180,0.99,27,"(7, 8)",18.421510216031372,False,False,False,original_1000_states
trial01_episode12_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode12_task060,0.999,27,"(7, 8)",34.86908690981325,False,False,False,original_1000_states
trial01_episode12_task100,0.9999,27,"(7, 8)",48.937510721115515,False,False,False,original_1000_states
trial01_episode12_task123,0.9,27,"(7, 8)",31.936297651543956,False,False,False,supplemental_0.9_states
trial01_episode12_task140,0.9999,27,"(7, 8)",17.280626413487326,False,False,False,original_1000_states
trial01_episode12_task180,0.99,27,"(7, 8)",24.207212211585077,False,False,False,original_1000_states
trial01_episode13_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode13_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode13_task100,0.9999,27,"(7, 8)",48.72603879024571,False,False,False,original_1000_states
trial01_episode13_task134,0.9,27,"(7, 8)",9.934085871606392,False,False,False,supplemental_0.9_states
trial01_episode13_task140,0.9999,27,"(7, 8)",33.28944840500733,False,False,False,original_1000_states
trial01_episode13_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode14_task020,0.9999,27,"(7, 8)",16.652069890524054,False,False,False,original_1000_states
trial01_episode14_task060,0.999,27,"(7, 8)",51.27949704384584,False,False,False,original_1000_states
trial01_episode14_task100,0.9999,27,"(7, 8)",56.870268504445605,False,False,False,original_1000_states
trial01_episode14_task140,0.9999,27,"(7, 8)",37.267032914974905,False,False,False,original_1000_states
trial01_episode14_task147,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode14_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode15_task020,0.9999,27,"(7, 8)",22.81901551802921,False,False,False,original_1000_states
trial01_episode15_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode15_task100,0.9999,27,"(7, 8)",15.159825571694427,False,False,False,original_1000_states
trial01_episode15_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode15_task160,0.9,27,"(7, 8)",19.16500755734574,False,False,False,supplemental_0.9_states
trial01_episode15_task180,0.99,27,"(7, 8)",18.825071699144146,False,False,False,original_1000_states
trial01_episode16_task020,0.9999,27,"(7, 8)",50.40585448913274,False,False,False,original_1000_states
trial01_episode16_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode16_task100,0.9999,27,"(7, 8)",13.707602193684721,False,False,False,original_1000_states
trial01_episode16_task140,0.9999,27,"(7, 8)",11.155331579446134,False,False,False,original_1000_states
trial01_episode16_task175,0.9,27,"(7, 8)",6.182676894129955,False,False,False,supplemental_0.9_states
trial01_episode16_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode17_task020,0.9999,27,"(7, 8)",21.864555146620475,False,False,False,original_1000_states
trial01_episode17_task060,0.999,27,"(7, 8)",2.2927043184207463,False,False,False,original_1000_states
trial01_episode17_task100,0.9999,27,"(7, 8)",64.58984886496066,False,False,False,original_1000_states
trial01_episode17_task140,0.9999,27,"(7, 8)",15.594913567329428,False,False,False,original_1000_states
trial01_episode17_task178,0.9,27,"(7, 8)",22.559354494061914,False,False,False,supplemental_0.9_states
trial01_episode17_task180,0.99,27,"(7, 8)",21.47217167307366,False,False,False,original_1000_states
trial01_episode18_task020,0.9999,27,"(7, 8)",18.492138543048476,False,False,False,original_1000_states
trial01_episode18_task060,0.999,27,"(7, 8)",10.198078778300818,False,False,False,original_1000_states
trial01_episode18_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode18_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode18_task180,0.99,27,"(7, 8)",1.7664190243289895,False,False,False,original_1000_states
trial01_episode18_task185,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode19_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode19_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode19_task100,0.9999,27,"(7, 8)",58.195140888508206,False,False,False,original_1000_states
trial01_episode19_task140,0.9999,27,"(7, 8)",22.305941998866686,False,False,False,original_1000_states
trial01_episode19_task180,0.99,27,"(7, 8)",27.166884294133126,False,False,False,original_1000_states
trial01_episode19_task189,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial01_episode20_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode20_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode20_task100,0.9999,27,"(7, 8)",41.52622482224626,False,False,False,original_1000_states
trial01_episode20_task140,0.9999,27,"(7, 8)",6.471345083616491,False,False,False,original_1000_states
trial01_episode20_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial01_episode20_task199,0.9,27,"(7, 8)",32.35730644758243,False,False,False,supplemental_0.9_states
trial02_episode01_task004,0.9,27,"(7, 8)",2.7157804461721966,False,False,False,supplemental_0.9_states
trial02_episode01_task020,0.9999,27,"(7, 8)",82.54696355015793,False,False,False,original_1000_states
trial02_episode01_task060,0.999,27,"(7, 8)",8.179294726314048,False,False,False,original_1000_states
trial02_episode01_task100,0.9999,27,"(7, 8)",51.28859404729072,False,False,False,original_1000_states
trial02_episode01_task140,0.9999,27,"(7, 8)",75.46882705878686,False,False,False,original_1000_states
trial02_episode01_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode02_task014,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial02_episode02_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode02_task060,0.999,27,"(7, 8)",12.994776541646978,False,False,False,original_1000_states
trial02_episode02_task100,0.9999,27,"(7, 8)",51.06078309152555,False,False,False,original_1000_states
trial02_episode02_task140,0.9999,27,"(7, 8)",25.919198838246174,False,False,False,original_1000_states
trial02_episode02_task180,0.99,27,"(7, 8)",9.65447230339582,False,False,False,original_1000_states
trial02_episode03_task019,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial02_episode03_task020,0.9999,27,"(7, 8)",23.705819581395374,False,False,False,original_1000_states
trial02_episode03_task060,0.999,27,"(7, 8)",39.62973348630446,False,False,False,original_1000_states
trial02_episode03_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode03_task140,0.9999,27,"(7, 8)",9.649049409365496,False,False,False,original_1000_states
trial02_episode03_task180,0.99,26,"(6, 8)",0.0,True,True,True,original_1000_states
trial02_episode04_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode04_task024,0.9,27,"(7, 8)",8.642685356393308,False,False,False,supplemental_0.9_states
trial02_episode04_task060,0.999,27,"(7, 8)",23.903468516629808,False,False,False,original_1000_states
trial02_episode04_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode04_task140,0.9999,27,"(7, 8)",2.450964273544905,False,False,False,original_1000_states
trial02_episode04_task180,0.99,27,"(7, 8)",17.391682600800415,False,False,False,original_1000_states
trial02_episode05_task020,0.9999,27,"(7, 8)",6.5650439807871805,False,False,False,original_1000_states
trial02_episode05_task040,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial02_episode05_task060,0.999,27,"(7, 8)",31.27536938760906,False,False,False,original_1000_states
trial02_episode05_task100,0.9999,27,"(7, 8)",44.33396113956983,False,False,False,original_1000_states
trial02_episode05_task140,0.9999,27,"(7, 8)",52.99339355342812,False,False,False,original_1000_states
trial02_episode05_task180,0.99,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode06_task020,0.9999,27,"(7, 8)",24.947801669319063,False,False,False,original_1000_states
trial02_episode06_task049,0.9,27,"(7, 8)",17.445216727407445,False,False,False,supplemental_0.9_states
trial02_episode06_task060,0.999,27,"(7, 8)",28.984786664347823,False,False,False,original_1000_states
trial02_episode06_task100,0.9999,27,"(7, 8)",45.55299244798131,False,False,False,original_1000_states
trial02_episode06_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode06_task180,0.99,27,"(7, 8)",18.440994507349927,False,False,False,original_1000_states
trial02_episode07_task020,0.9999,27,"(7, 8)",42.4082086827961,False,False,False,original_1000_states
trial02_episode07_task059,0.9,27,"(7, 8)",0.0,True,True,True,supplemental_0.9_states
trial02_episode07_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode07_task100,0.9999,27,"(7, 8)",50.81223470318334,False,False,False,original_1000_states
trial02_episode07_task140,0.9999,27,"(7, 8)",71.6619466454549,False,False,False,original_1000_states
trial02_episode07_task180,0.99,27,"(7, 8)",13.514255155700042,False,False,False,original_1000_states
trial02_episode08_task020,0.9999,27,"(7, 8)",52.600637748960125,False,False,False,original_1000_states
trial02_episode08_task060,0.999,27,"(7, 8)",28.767408824568484,False,False,False,original_1000_states
trial02_episode08_task084,0.9,27,"(7, 8)",0.6215261787109654,False,False,False,supplemental_0.9_states
trial02_episode08_task100,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode08_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode08_task180,0.99,27,"(7, 8)",35.502308667919365,False,False,False,original_1000_states
trial02_episode09_task020,0.9999,27,"(7, 8)",58.62826345552466,False,False,False,original_1000_states
trial02_episode09_task060,0.999,27,"(7, 8)",37.871817159613144,False,False,False,original_1000_states
trial02_episode09_task099,0.9,27,"(7, 8)",16.077417081698126,False,False,False,supplemental_0.9_states
trial02_episode09_task100,0.9999,27,"(7, 8)",51.85165318781927,False,False,False,original_1000_states
trial02_episode09_task140,0.9999,27,"(7, 8)",46.807254527357564,False,False,False,original_1000_states
trial02_episode09_task180,0.99,27,"(7, 8)",42.13923429632242,False,False,False,original_1000_states
trial02_episode10_task020,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode10_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode10_task100,0.9999,27,"(7, 8)",67.18518384725166,False,False,False,original_1000_states
trial02_episode10_task102,0.9,27,"(7, 8)",33.28908150892373,False,False,False,supplemental_0.9_states
trial02_episode10_task140,0.9999,27,"(7, 8)",0.0,True,True,True,original_1000_states
trial02_episode10_task180,0.99,27,"(7, 8)",28.461672673452508,False,False,False,original_1000_states
trial02_episode11_task020,0.9999,27,"(7, 8)",9.255884390132003,False,False,False,original_1000_states
trial02_episode11_task060,0.999,27,"(7, 8)",0.0,True,True,True,original_1000_states
